No	GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
9914	28990	7.08e-01	6.49e-01	0.1485	0.454673	0.0675047	53.78	ASTE1	asteroid homolog 1
9915	9562	7.08e-01	6.49e-01	0.2672	-0.454531	-0.1214364	21.67	MINPP1	multiple inositol-polyphosphate phosphatase 1
9916	57634	7.08e-01	6.50e-01	0.2205	0.454327	0.1001661	91.94	EP400	E1A binding protein p400
9917	145508	7.09e-01	6.51e-01	0.293	0.45251	0.1325908	10.85	CEP128	centrosomal protein 128
9918	102723728	7.09e-01	6.51e-01	0.1337	0.452071	0.0604595	25.96	LOC102723728	nodal modulator 3-like
9919	5300	7.10e-01	6.51e-01	0.1049	-0.451681	-0.0473692	186.42	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
9920	1295	7.10e-01	6.52e-01	0.504	0.450692	0.227132	31.86	COL8A1	collagen type VIII alpha 1 chain
9921	648987	7.11e-01	6.53e-01	0.2695	-0.449925	-0.1212547	20.14	ANXA2R-OT1	ANXA2R overlapping transcript
9922	9219	7.11e-01	6.53e-01	0.2102	-0.450127	-0.0946241	9.87	MTA2	metastasis associated 1 family member 2
9923	79600	7.11e-01	6.53e-01	0.1521	0.450063	0.0684755	40.58	TCTN1	tectonic family member 1
9924	79587	7.11e-01	6.53e-01	0.257	-0.449926	-0.1156391	12.26	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial
9925	220323	7.11e-01	6.53e-01	0.2547	0.449812	0.1145652	14.78	OAF	out at first homolog
9926	57570	7.11e-01	6.53e-01	0.1571	0.449512	0.0706373	137.9	TRMT5	tRNA methyltransferase 5
9927	166	7.11e-01	6.53e-01	0.1606	-0.449123	-0.0721236	50.12	TLE5	TLE family member 5, transcriptional modulator
9928	220869	7.12e-01	6.54e-01	0.1437	0.447845	0.0643443	249.11	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
9929	9827	7.12e-01	6.55e-01	0.2529	0.447114	0.1130605	16.88	RGP1	RGP1 homolog, RAB6A GEF complex partner 1
9930	22880	7.13e-01	6.55e-01	0.1976	0.446779	0.0883054	14.9	MORC2	MORC family CW-type zinc finger 2
9931	22882	7.13e-01	6.56e-01	0.2039	0.446046	0.0909276	11.07	ZHX2	zinc fingers and homeoboxes 2
9932	84991	7.13e-01	6.56e-01	0.132	-0.445593	-0.0588131	133.1	RBM17	RNA binding motif protein 17
9933	6904	7.14e-01	6.56e-01	0.1495	-0.445435	-0.0665941	51.96	TBCD	tubulin folding cofactor D
9934	100506365	7.14e-01	6.57e-01	0.1094	-0.44466	-0.0486328	152.97	OTUD6B-AS1	OTUD6B antisense RNA 1 (head to head)
9935	2584	7.15e-01	6.57e-01	0.2137	-0.443741	-0.0948063	37.25	GALK1	galactokinase 1
9936	57561	7.15e-01	6.58e-01	0.2015	0.443196	0.0892866	316.83	ARRDC3	arrestin domain containing 3
9937	55870	7.16e-01	6.58e-01	0.122	0.442383	0.0539496	74.75	ASH1L	ASH1 like histone lysine methyltransferase
9938	3136	7.16e-01	6.58e-01	0.3475	-0.442279	-0.1536906	77.71	HLA-H	major histocompatibility complex, class I, H (pseudogene)
9939	23060	7.16e-01	6.58e-01	0.2458	-0.442064	-0.108676	16.66	ZNF609	zinc finger protein 609
9940	7982	7.16e-01	6.59e-01	0.1804	0.441737	0.0797071	109.38	ST7	suppression of tumorigenicity 7
9941	100499466	7.16e-01	6.59e-01	0.2019	-0.441319	-0.089098	69.64	LINC00674	long intergenic non-protein coding RNA 674
9942	8924	7.16e-01	6.59e-01	0.1871	0.440885	0.0824859	26.27	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2
9943	5721	7.17e-01	6.60e-01	0.1315	0.440547	0.0579342	3213.87	PSME2	proteasome activator subunit 2
9944	51278	7.17e-01	6.60e-01	0.1999	-0.440277	-0.0880285	200.41	IER5	immediate early response 5
9945	25864	7.17e-01	6.60e-01	0.2372	-0.440049	-0.1043991	24.87	ABHD14A	abhydrolase domain containing 14A
9946	60343	7.17e-01	6.60e-01	0.2357	-0.439423	-0.103575	18.83	FAM3A	FAM3 metabolism regulating signaling molecule A
9947	51272	7.18e-01	6.61e-01	0.1723	0.438926	0.0756316	53.72	BET1L	Bet1 golgi vesicular membrane trafficking protein like
9948	100294145	7.18e-01	6.61e-01	0.1593	-0.438228	-0.0698031	57.31	LOC100294145	uncharacterized LOC100294145
9949	57551	7.18e-01	6.61e-01	0.1701	-0.438298	-0.0745479	62.73	TAOK1	TAO kinase 1
9950	3212	7.18e-01	6.61e-01	0.3248	0.438237	0.1423335	16.04	HOXB2	homeobox B2
9951	53917	7.18e-01	6.61e-01	0.2533	0.437849	0.1108962	46.83	RAB24	RAB24, member RAS oncogene family
9952	23522	7.18e-01	6.61e-01	0.1911	0.437932	0.0837028	24.22	KAT6B	lysine acetyltransferase 6B
9953	57486	7.18e-01	6.62e-01	0.1807	-0.437338	-0.079046	54.18	NLN	neurolysin
9954	2669	7.19e-01	6.62e-01	0.3994	0.437104	0.1745587	19.61	GEM	GTP binding protein overexpressed in skeletal muscle
9955	221184	7.19e-01	6.62e-01	0.2507	-0.436807	-0.1094942	17.72	CPNE2	copine 2
9956	57213	7.19e-01	6.62e-01	0.1543	0.436609	0.0673721	42.62	SPRYD7	SPRY domain containing 7
9957	55285	7.19e-01	6.63e-01	0.1369	-0.43645	-0.0597381	70.25	RBM41	RNA binding motif protein 41
9958	728730	7.19e-01	6.63e-01	0.2614	-0.436125	-0.1140081	10.22	MAP4K3-DT	MAP4K3 divergent transcript
9959	57505	7.20e-01	6.64e-01	0.2438	-0.434938	-0.1060222	11.3	AARS2	alanyl-tRNA synthetase 2, mitochondrial
9960	23390	7.20e-01	6.64e-01	0.158	-0.434736	-0.0686863	38.95	ZDHHC17	zinc finger DHHC-type palmitoyltransferase 17
9961	4597	7.20e-01	6.64e-01	0.2656	0.434431	0.1154056	37.23	MVD	mevalonate diphosphate decarboxylase
9962	5296	7.20e-01	6.64e-01	0.267	-0.434078	-0.1158945	11.84	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
9963	9175	7.20e-01	6.64e-01	0.132	0.433831	0.0572551	379.88	MAP3K13	mitogen-activated protein kinase kinase kinase 13
9964	57763	7.21e-01	6.65e-01	0.1752	-0.432477	-0.0757657	60.98	ANKRA2	ankyrin repeat family A member 2
9965	5510	7.24e-01	6.67e-01	0.0957	-0.429744	-0.0411149	418.8	PPP1R7	protein phosphatase 1 regulatory subunit 7
9966	63891	7.24e-01	6.67e-01	0.1598	-0.429647	-0.0686495	19.1	RNF123	ring finger protein 123
9967	8405	7.24e-01	6.68e-01	0.1459	0.429065	0.0625961	496.46	SPOP	speckle type BTB/POZ protein
9968	5780	7.24e-01	6.68e-01	0.2051	-0.428898	-0.0879837	28.68	PTPN9	protein tyrosine phosphatase non-receptor type 9
9969	8621	7.24e-01	6.68e-01	0.1969	0.42838	0.084335	23.49	CDK13	cyclin dependent kinase 13
9970	65056	7.24e-01	6.68e-01	0.1024	-0.428236	-0.043839	246.46	GPBP1	GC-rich promoter binding protein 1
9971	79602	7.25e-01	6.69e-01	0.1953	0.427887	0.0835798	41.1	ADIPOR2	adiponectin receptor 2
9972	1212	7.25e-01	6.69e-01	0.1741	0.427409	0.0744289	64.56	CLTB	clathrin light chain B
9973	10233	7.25e-01	6.69e-01	0.3187	-0.427162	-0.13615	14.35	LRRC23	leucine rich repeat containing 23
9974	169200	7.26e-01	6.70e-01	0.288	-0.426143	-0.122716	18.55	TMEM64	transmembrane protein 64
9975	6872	7.27e-01	6.71e-01	0.1778	-0.424333	-0.075454	35.56	TAF1	TATA-box binding protein associated factor 1
9976	57224	7.28e-01	6.72e-01	0.3004	0.423507	0.1272322	15.56	NHSL1	NHS like 1
9977	388695	7.28e-01	6.73e-01	0.2236	-0.422618	-0.0945035	10.28	LYSMD1	LysM domain containing 1
9978	79109	7.29e-01	6.73e-01	0.1356	-0.422136	-0.0572496	85.22	MAPKAP1	MAPK associated protein 1
9979	4798	7.29e-01	6.73e-01	0.1533	-0.422167	-0.0647209	37.91	NFRKB	nuclear factor related to kappaB binding protein
9980	9757	7.29e-01	6.73e-01	0.1592	-0.422014	-0.0671756	121.45	KMT2B	lysine methyltransferase 2B
9981	1725	7.29e-01	6.73e-01	0.0893	-0.421875	-0.0376833	107.32	DHPS	deoxyhypusine synthase
9982	673	7.29e-01	6.73e-01	0.2118	-0.421573	-0.0892919	20.66	BRAF	B-Raf proto-oncogene, serine/threonine kinase
9983	100529207	7.29e-01	6.73e-01	0.1379	-0.421611	-0.0581301	22.17	RAD51L3-RFFL	RAD51L3-RFFL readthrough
9984	116092	7.29e-01	6.73e-01	0.1833	-0.421679	-0.077313	146.71	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
9985	100505894	7.31e-01	6.75e-01	0.2887	0.419113	0.1210065	17.1	TMEM161B-DT	TMEM161B divergent transcript
9986	3184	7.31e-01	6.75e-01	0.1008	-0.418785	-0.0422338	192.45	HNRNPD	heterogeneous nuclear ribonucleoprotein D
9987	56943	7.32e-01	6.76e-01	0.0678	0.4175	0.0283066	1791.15	ENY2	ENY2 transcription and export complex 2 subunit
9988	83856	7.32e-01	6.77e-01	0.2969	0.416627	0.1236826	16.21	FSD1L	fibronectin type III and SPRY domain containing 1 like
9989	124944	7.33e-01	6.77e-01	0.1366	0.415956	0.0568284	184.06	C17orf49	chromosome 17 open reading frame 49
9990	8148	7.33e-01	6.78e-01	0.1592	0.415332	0.0661207	103.4	TAF15	TATA-box binding protein associated factor 15
9991	10664	7.34e-01	6.78e-01	0.1652	-0.414764	-0.068515	49.08	CTCF	CCCTC-binding factor
9992	649446	7.34e-01	6.79e-01	0.1451	0.414459	0.0601418	45.49	DLGAP1-AS1	DLGAP1 antisense RNA 1
9993	27125	7.34e-01	6.79e-01	0.1336	-0.413974	-0.0552893	77.97	AFF4	ALF transcription elongation factor 4
9994	5424	7.34e-01	6.79e-01	0.2333	0.414018	0.0965787	18.03	POLD1	DNA polymerase delta 1, catalytic subunit
9995	26039	7.34e-01	6.79e-01	0.3523	-0.414053	-0.1458639	7.74	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex
9996	6296	7.34e-01	6.80e-01	0.1665	-0.413069	-0.0687674	19.64	ACSM3	acyl-CoA synthetase medium chain family member 3
9997	120	7.35e-01	6.80e-01	0.1967	-0.412946	-0.0812158	52.73	ADD3	adducin 3
9998	9703	7.35e-01	6.80e-01	0.1383	0.412543	0.0570569	79.96	BLTP2	bridge-like lipid transfer protein family member 2
9999	22801	7.35e-01	6.80e-01	0.2821	0.412215	0.1162758	22.4	ITGA11	integrin subunit alpha 11
10000	23082	7.36e-01	6.81e-01	0.2377	0.411334	0.0977877	19.8	PPRC1	PPARG related coactivator 1
10001	26164	7.37e-01	6.82e-01	0.1785	0.409607	0.0731029	34.09	MTG2	mitochondrial ribosome associated GTPase 2
10002	283742	7.37e-01	6.83e-01	0.2331	-0.408914	-0.0953207	23.92	FAM98B	family with sequence similarity 98 member B
10003	84167	7.38e-01	6.83e-01	0.2187	-0.407825	-0.0892015	8.31	C19orf44	chromosome 19 open reading frame 44
10004	123263	7.38e-01	6.84e-01	0.2065	0.407605	0.0841653	18.28	MTFMT	mitochondrial methionyl-tRNA formyltransferase
10005	11100	7.39e-01	6.85e-01	0.1244	0.406103	0.0505059	55.78	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1
10006	90843	7.40e-01	6.85e-01	0.0649	-0.405364	-0.0263243	834.65	TCEAL8	transcription elongation factor A like 8
10007	3704	7.40e-01	6.85e-01	0.0977	-0.405134	-0.0395858	154.13	ITPA	inosine triphosphatase
10008	126068	7.41e-01	6.86e-01	0.2887	0.404345	0.1167433	12.93	ZNF441	zinc finger protein 441
10009	389203	7.41e-01	6.86e-01	0.0917	0.403879	0.0370156	116.5	SMIM20	small integral membrane protein 20
10010	11176	7.41e-01	6.87e-01	0.1483	-0.403417	-0.0598121	69.57	BAZ2A	bromodomain adjacent to zinc finger domain 2A
10011	55311	7.41e-01	6.87e-01	0.2632	0.403356	0.106154	11.27	ZNF444	zinc finger protein 444
10012	57584	7.41e-01	6.87e-01	0.1961	0.402872	0.0790096	30.06	ARHGAP21	Rho GTPase activating protein 21
10013	51603	7.42e-01	6.88e-01	0.1064	0.402168	0.0427784	67.61	METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase
10014	4722	7.42e-01	6.88e-01	0.134	-0.402179	-0.0538792	144.24	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
10015	55324	7.42e-01	6.88e-01	0.092	-0.401815	-0.0369727	280.64	ABCF3	ATP binding cassette subfamily F member 3
10016	25799	7.42e-01	6.88e-01	0.2709	-0.401373	-0.1087416	9.18	ZNF324	zinc finger protein 324
10017	5550	7.42e-01	6.88e-01	0.2265	-0.401043	-0.0908457	13.45	PREP	prolyl endopeptidase
10018	51691	7.43e-01	6.89e-01	0.1184	0.40086	0.0474618	688.71	LSM8	LSM8 homolog, U6 small nuclear RNA associated
10019	10049	7.43e-01	6.89e-01	0.1405	-0.399983	-0.0561852	489.69	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6
10020	81573	7.43e-01	6.90e-01	0.2771	0.39951	0.1107123	32.33	ANKRD13C	ankyrin repeat domain 13C
10021	4801	7.44e-01	6.90e-01	0.0972	-0.398439	-0.0387291	175.23	NFYB	nuclear transcription factor Y subunit beta
10022	84930	7.45e-01	6.91e-01	0.1805	0.397679	0.0717875	66.69	MASTL	microtubule associated serine/threonine kinase like
10023	127253	7.45e-01	6.91e-01	0.1405	0.397139	0.0557812	123.62	TYW3	tRNA-yW synthesizing protein 3 homolog
10024	54583	7.45e-01	6.91e-01	0.1983	-0.396993	-0.0787386	36.02	EGLN1	egl-9 family hypoxia inducible factor 1
10025	488	7.45e-01	6.92e-01	0.1737	0.396596	0.0689086	34.25	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
10026	55153	7.46e-01	6.93e-01	0.1098	0.395409	0.0434208	273.89	SDAD1	SDA1 domain containing 1
10027	8682	7.46e-01	6.93e-01	0.1157	-0.395153	-0.0456997	165.42	PEA15	proliferation and apoptosis adaptor protein 15
10028	10955	7.47e-01	6.93e-01	0.0948	0.394895	0.0374472	981.56	SERINC3	serine incorporator 3
10029	54986	7.47e-01	6.93e-01	0.226	-0.394402	-0.0891346	20.02	ULK4	unc-51 like kinase 4
10030	5151	7.47e-01	6.93e-01	0.2925	-0.394419	-0.1153768	14.84	PDE8A	phosphodiesterase 8A
10031	23666	7.47e-01	6.94e-01	0.0845	0.393666	0.0332771	239.06	UBBP4	ubiquitin B pseudogene 4
10032	10269	7.48e-01	6.94e-01	0.1033	-0.393087	-0.040603	274.25	ZMPSTE24	zinc metallopeptidase STE24
10033	122509	7.48e-01	6.94e-01	0.1515	-0.393162	-0.0595622	115.23	IFI27L1	interferon alpha inducible protein 27 like 1
10034	9364	7.48e-01	6.94e-01	0.1701	0.392871	0.0668464	16.81	RAB28	RAB28, member RAS oncogene family
10035	26119	7.48e-01	6.95e-01	0.2852	-0.392506	-0.1119427	14.13	LDLRAP1	low density lipoprotein receptor adaptor protein 1
10036	7737	7.48e-01	6.95e-01	0.0946	-0.392132	-0.0370833	165.79	RNF113A	ring finger protein 113A
10037	5252	7.49e-01	6.95e-01	0.2926	0.391513	0.1145609	13.58	PHF1	PHD finger protein 1
10038	9853	7.49e-01	6.96e-01	0.2857	0.391355	0.1118031	11.37	RUSC2	RUN and SH3 domain containing 2
10039	4795	7.49e-01	6.96e-01	0.242	0.391131	0.0946637	22.34	NFKBIL1	NFKB inhibitor like 1
10040	79832	7.49e-01	6.96e-01	0.1893	0.391188	0.0740635	31.44	QSER1	glutamine and serine rich 1
10041	60526	7.49e-01	6.96e-01	0.1431	-0.390809	-0.0559337	100.68	LDAH	lipid droplet associated hydrolase
10042	57472	7.50e-01	6.97e-01	0.2014	0.389715	0.0784941	25.72	CNOT6	CCR4-NOT transcription complex subunit 6
10043	51809	7.50e-01	6.97e-01	0.1487	-0.389395	-0.0579025	67.97	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
10044	2677	7.50e-01	6.97e-01	0.0743	-0.389128	-0.0289079	294.54	GGCX	gamma-glutamyl carboxylase
10045	6885	7.50e-01	6.97e-01	0.1736	0.389216	0.0675648	40.99	MAP3K7	mitogen-activated protein kinase kinase kinase 7
10046	643837	7.51e-01	6.98e-01	0.1422	-0.388207	-0.0552085	50.42	LINC01128	long intergenic non-protein coding RNA 1128
10047	11017	7.51e-01	6.98e-01	0.0721	-0.388038	-0.0279938	304.61	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
10048	9858	7.51e-01	6.98e-01	0.3546	0.387853	0.1375189	11.3	PPP1R26	protein phosphatase 1 regulatory subunit 26
10049	4521	7.51e-01	6.99e-01	0.106	0.387085	0.0410472	148.32	NUDT1	nudix hydrolase 1
10050	10147	7.51e-01	6.99e-01	0.2434	-0.38695	-0.0941947	15.14	SUGP2	SURP and G-patch domain containing 2
10051	158586	7.52e-01	6.99e-01	0.3485	-0.386341	-0.1346236	11.28	ZXDB	zinc finger X-linked duplicated B
10052	7993	7.52e-01	6.99e-01	0.1948	0.386177	0.0752092	85.08	UBXN8	UBX domain protein 8
10053	652968	7.52e-01	7.00e-01	0.2231	-0.385654	-0.0860229	27.94	CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1
10054	55102	7.52e-01	7.00e-01	0.3501	0.385558	0.1349654	8.54	ATG2B	autophagy related 2B
10055	29090	7.52e-01	7.00e-01	0.1793	-0.384951	-0.0690314	148.61	TIMM21	translocase of inner mitochondrial membrane 21
10056	100129250	7.53e-01	7.01e-01	0.2097	-0.383794	-0.0804781	28.64	SMIM27	small integral membrane protein 27
10057	284415	7.54e-01	7.02e-01	0.409	-0.382329	-0.156391	24.87	VSTM1	V-set and transmembrane domain containing 1
10058	51496	7.55e-01	7.03e-01	0.0904	0.381809	0.0345315	170.24	CTDSPL2	CTD small phosphatase like 2
10059	5930	7.55e-01	7.03e-01	0.1709	0.38189	0.0652819	33.89	RBBP6	RB binding protein 6, ubiquitin ligase
10060	2962	7.55e-01	7.03e-01	0.102	-0.381595	-0.0389317	122.94	GTF2F1	general transcription factor IIF subunit 1
10061	7327	7.55e-01	7.03e-01	0.1369	-0.381425	-0.0522103	83.21	UBE2G2	ubiquitin conjugating enzyme E2 G2
10062	92255	7.55e-01	7.03e-01	0.2709	-0.381295	-0.1032852	16.62	LMBRD2	LMBR1 domain containing 2
10063	8943	7.56e-01	7.04e-01	0.1982	-0.379845	-0.0752783	27.33	AP3D1	adaptor related protein complex 3 subunit delta 1
10064	22934	7.57e-01	7.05e-01	0.1485	0.378954	0.0562577	38.08	RPIA	ribose 5-phosphate isomerase A
10065	116068	7.57e-01	7.05e-01	0.157	-0.378171	-0.0593819	72.21	LYSMD3	LysM domain containing 3
10066	381	7.57e-01	7.05e-01	0.1416	0.377953	0.0535127	73.03	ARF5	ADP ribosylation factor 5
10067	6045	7.58e-01	7.06e-01	0.1397	-0.376981	-0.0526761	35.73	RNF2	ring finger protein 2
10068	9604	7.59e-01	7.08e-01	0.1192	0.375079	0.044724	286.25	RNF14	ring finger protein 14
10069	498	7.60e-01	7.08e-01	0.1231	0.374751	0.0461201	1962.07	ATP5F1A	ATP synthase F1 subunit alpha
10070	9209	7.60e-01	7.08e-01	0.1838	0.374561	0.0688348	54.77	LRRFIP2	LRR binding FLII interacting protein 2
10071	100289187	7.61e-01	7.10e-01	0.2093	0.372496	0.0779523	15.69	TMEM225B	transmembrane protein 225B
10072	23344	7.61e-01	7.10e-01	0.1712	0.372222	0.0637285	126.86	ESYT1	extended synaptotagmin 1
10073	60558	7.62e-01	7.10e-01	0.1926	-0.371644	-0.0715927	25.7	GUF1	GTP binding elongation factor GUF1
10074	310	7.62e-01	7.10e-01	0.0466	-0.371656	-0.0173288	814.27	ANXA7	annexin A7
10075	11264	7.62e-01	7.10e-01	0.1218	-0.371752	-0.0452794	90.68	PXMP4	peroxisomal membrane protein 4
10076	63893	7.62e-01	7.10e-01	0.3022	0.371493	0.1122526	10.74	UBE2O	ubiquitin conjugating enzyme E2 O
10077	6697	7.62e-01	7.11e-01	0.1879	-0.370781	-0.0696806	54.16	SPR	sepiapterin reductase
10078	2968	7.63e-01	7.11e-01	0.2154	0.369945	0.0796713	21.8	GTF2H4	general transcription factor IIH subunit 4
10079	3416	7.63e-01	7.11e-01	0.128	0.369978	0.0473491	95.93	IDE	insulin degrading enzyme
10080	80184	7.64e-01	7.13e-01	0.2118	0.367748	0.0778953	89.76	CEP290	centrosomal protein 290
10081	146923	7.65e-01	7.14e-01	0.2059	0.367064	0.0755602	25.85	RUNDC1	RUN domain containing 1
10082	3181	7.65e-01	7.14e-01	0.0519	0.366958	0.0190383	3361.18	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
10083	9537	7.65e-01	7.14e-01	0.237	-0.366023	-0.0867501	19.19	TP53I11	tumor protein p53 inducible protein 11
10084	257160	7.66e-01	7.15e-01	0.1881	0.365808	0.0687924	22.9	RNF214	ring finger protein 214
10085	79443	7.66e-01	7.15e-01	0.2152	-0.365283	-0.0786155	20.71	FYCO1	FYVE and coiled-coil domain autophagy adaptor 1
10086	23588	7.66e-01	7.15e-01	0.1398	0.365212	0.0510554	39.08	KLHDC2	kelch domain containing 2
10087	23360	7.66e-01	7.16e-01	0.1812	0.364443	0.0660222	31.25	FNBP4	formin binding protein 4
10088	80789	7.67e-01	7.16e-01	0.2655	-0.363655	-0.0965623	11.36	INTS5	integrator complex subunit 5
10089	3696	7.67e-01	7.17e-01	0.362	-0.363026	-0.1314142	13.05	ITGB8	integrin subunit beta 8
10090	8078	7.67e-01	7.17e-01	0.1198	-0.362817	-0.0434798	31.85	USP5	ubiquitin specific peptidase 5
10091	348013	7.68e-01	7.17e-01	0.2278	-0.362166	-0.0824857	17.78	TMEM255B	transmembrane protein 255B
10092	4779	7.69e-01	7.18e-01	0.1955	0.360512	0.0704938	142.62	NFE2L1	NFE2 like bZIP transcription factor 1
10093	445815	7.70e-01	7.19e-01	0.1773	-0.359837	-0.0637875	263.62	PALM2AKAP2	PALM2 and AKAP2 fusion
10094	79609	7.70e-01	7.19e-01	0.3696	-0.359379	-0.1328294	11.14	VCPKMT	valosin containing protein lysine methyltransferase
10095	10892	7.70e-01	7.20e-01	0.2274	0.358757	0.081587	19.2	MALT1	MALT1 paracaspase
10096	79144	7.70e-01	7.20e-01	0.1454	-0.358729	-0.0521458	24.27	PPDPF	pancreatic progenitor cell differentiation and proliferation factor
10097	55672	7.70e-01	7.20e-01	0.2831	0.358359	0.1014565	11.26	NBPF1	NBPF member 1
10098	144608	7.71e-01	7.20e-01	0.3104	-0.358179	-0.1111659	11.93	C12orf60	chromosome 12 open reading frame 60
10099	55051	7.71e-01	7.20e-01	0.0798	-0.358139	-0.0285935	441.79	NRDE2	NRDE-2, necessary for RNA interference, domain containing
10100	100506100	7.71e-01	7.21e-01	0.231	0.357559	0.0826111	69.76	ZDHHC12-DT	ZDHHC12 divergent transcript
10101	8273	7.71e-01	7.21e-01	0.1786	-0.357209	-0.063793	42.04	SLC10A3	solute carrier family 10 member 3
10102	55008	7.72e-01	7.22e-01	0.3408	0.356401	0.1214637	46.01	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
10103	64925	7.72e-01	7.22e-01	0.1807	-0.356093	-0.0643618	12.41	CCDC71	coiled-coil domain containing 71
10104	106865373	7.72e-01	7.22e-01	0.2174	-0.355721	-0.0773451	8.96	GET1-SH3BGR	GET1-SH3BGR readthrough
10105	23657	7.73e-01	7.23e-01	0.1984	-0.354815	-0.070407	104.82	SLC7A11	solute carrier family 7 member 11
10106	27248	7.73e-01	7.23e-01	0.1378	-0.354673	-0.0488873	66.5	ERLEC1	endoplasmic reticulum lectin 1
10107	152185	7.73e-01	7.23e-01	0.2126	0.353977	0.0752708	32.32	SPICE1	spindle and centriole associated protein 1
10108	55234	7.73e-01	7.23e-01	0.0983	-0.353872	-0.0347729	463.1	SMU1	SMU1 DNA replication regulator and spliceosomal factor
10109	219854	7.73e-01	7.24e-01	0.2387	-0.353697	-0.0844273	19.92	TMEM218	transmembrane protein 218
10110	10589	7.74e-01	7.24e-01	0.1848	-0.353251	-0.0652644	127.21	DRAP1	DR1 associated protein 1
10111	7360	7.74e-01	7.24e-01	0.1893	0.352923	0.066811	594.16	UGP2	UDP-glucose pyrophosphorylase 2
10112	5264	7.75e-01	7.25e-01	0.1015	-0.351771	-0.0357025	159.74	PHYH	phytanoyl-CoA 2-hydroxylase
10113	55690	7.75e-01	7.25e-01	0.2556	0.351759	0.0899137	14.3	PACS1	phosphofurin acidic cluster sorting protein 1
10114	5007	7.75e-01	7.25e-01	0.1605	-0.351318	-0.0563796	53.43	OSBP	oxysterol binding protein
10115	26523	7.75e-01	7.26e-01	0.2676	-0.350861	-0.0938819	50.29	AGO1	argonaute RISC component 1
10116	3556	7.76e-01	7.27e-01	0.1701	-0.349477	-0.0594547	62.57	IL1RAP	interleukin 1 receptor accessory protein
10117	101927151	7.76e-01	7.27e-01	0.1881	0.34905	0.0656566	24.49	LINC02987	long intergenic non-protein coding RNA 2987
10118	11040	7.77e-01	7.27e-01	0.3342	-0.348739	-0.1165425	10.26	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
10119	90957	7.77e-01	7.28e-01	0.1783	-0.34799	-0.0620583	24.63	DHX57	DExH-box helicase 57
10120	57546	7.77e-01	7.28e-01	0.2565	0.347919	0.0892524	15.08	PDP2	pyruvate dehydrogenase phosphatase catalytic subunit 2
10121	5578	7.77e-01	7.28e-01	0.2426	0.347495	0.0843128	43.81	PRKCA	protein kinase C alpha
10122	8535	7.77e-01	7.28e-01	0.3494	0.347347	0.1213739	9.36	CBX4	chromobox 4
10123	78992	7.77e-01	7.28e-01	0.1687	-0.34716	-0.0585596	36.94	YIPF2	Yip1 domain family member 2
10124	22897	7.78e-01	7.29e-01	0.1627	-0.346507	-0.0563715	42.03	CEP164	centrosomal protein 164
10125	9324	7.78e-01	7.29e-01	0.2564	-0.346327	-0.0887951	423.63	HMGN3	high mobility group nucleosomal binding domain 3
10126	23192	7.78e-01	7.29e-01	0.1866	0.346081	0.0645709	74.14	ATG4B	autophagy related 4B cysteine peptidase
10127	22894	7.79e-01	7.30e-01	0.107	-0.345271	-0.0369278	69.83	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
10128	4564	7.79e-01	7.30e-01	0.1552	0.345208	0.0535701	18.75	TRNH	tRNA-His
10129	728642	7.79e-01	7.30e-01	0.1417	-0.344541	-0.0488091	40.7	CDK11A	cyclin dependent kinase 11A
10130	87178	7.79e-01	7.30e-01	0.1886	-0.344762	-0.0650298	455.74	PNPT1	polyribonucleotide nucleotidyltransferase 1
10131	254863	7.79e-01	7.30e-01	0.2124	-0.344497	-0.0731788	221.03	TMEM256	transmembrane protein 256
10132	162966	7.79e-01	7.30e-01	0.2425	0.344642	0.0835649	44.83	ZNF600	zinc finger protein 600
10133	11334	7.79e-01	7.31e-01	0.1738	0.344037	0.0598041	70.4	TUSC2	tumor suppressor 2, mitochondrial calcium regulator
10134	79573	7.80e-01	7.31e-01	0.3135	0.343161	0.1075832	9.78	TTC13	tetratricopeptide repeat domain 13
10135	79735	7.80e-01	7.31e-01	0.2238	0.343163	0.0768095	11.62	TBC1D17	TBC1 domain family member 17
10136	54149	7.80e-01	7.32e-01	0.1996	0.34292	0.0684502	53.7	C21orf91	chromosome 21 open reading frame 91
